#,Keyword,Position,"Position History","Position History Date",Volume,URL,Traffic,Results,"Last Update",Difficulty,CPC,"Page URL inside"
213,"keyword planning",7,,,10,https://backlinko.com/google-keyword-planner,0.66,71100000,"2017-10-28 14:00:50",65,4.50,
214,"google adwords keyword tool planner",6,,,10,https://backlinko.com/google-keyword-planner,0.64,1660000,"2017-10-13 03:35:06",46,12.00,
215,"keyword keyword planner",6,,,10,https://backlinko.com/google-keyword-planner,0.64,13200000,"2017-10-22 13:56:43",61,,
216,"google adwords keyword planner tutorial",9,12,"2017-09-15 21:53:18",20,https://backlinko.com/google-keyword-planner,0.64,1050000,"2017-11-05 19:07:02",7,,
217,"analytics keyword planner",6,,,10,https://backlinko.com/google-keyword-planner,0.64,497000,"2017-10-27 08:26:25",64,,
218,"google keyword ad planner",8,,,20,https://backlinko.com/google-keyword-planner,0.63,1850000,"2017-09-23 23:49:41",48,0.25,
219,"what is keyword planner",6,,,10,https://backlinko.com/google-keyword-planner,0.62,13200000,"2017-10-22 14:51:14",46,,
220,"google keywork search",9,,,20,https://backlinko.com/google-keyword-planner,0.62,45900000,"2017-10-03 01:13:25",62,,
221,"keyowrd planner",6,,,10,https://backlinko.com/google-keyword-planner,0.61,1250000,"2017-09-21 20:03:04",50,,
222,"google keyword plnner",6,,,10,https://backlinko.com/google-keyword-planner,0.61,5510000,"2017-10-17 08:31:32",63,,
223,"how to find google keywords",6,,,10,https://backlinko.com/google-keyword-planner,0.61,22200000,"2017-10-17 07:18:53",60,,
224,"google ads keyword",9,,,20,https://backlinko.com/google-keyword-planner,0.60,6600000,"2017-11-05 00:02:48",81,,
225,"google ad keyword",9,,,20,https://backlinko.com/google-keyword-planner,0.60,12000000,"2017-11-04 17:02:58",54,17.00,
226,"google keyword searcher",8,,,20,https://backlinko.com/google-keyword-planner,0.60,60800000,"2017-10-26 07:28:05",61,2.50,
227,"how to research keywords on google",8,,,20,https://backlinko.com/google-keyword-planner,0.60,4100000,"2017-10-27 14:51:37",84,8.00,
228,"google keword search",9,,,20,https://backlinko.com/google-keyword-planner,0.60,12000000,"2017-09-18 03:46:51",48,,
229,"google keywords ideas",9,,,20,https://backlinko.com/google-keyword-planner,0.60,3010000,"2017-10-28 23:44:56",84,0.60,
230,"google ad tools",10,,,20,https://backlinko.com/google-keyword-planner,0.59,364000000,"2017-10-31 13:16:01",65,4.50,
231,"how to research keywords for google adwords",7,,,10,https://backlinko.com/google-keyword-planner,0.58,2820000,"2017-10-24 05:21:26",69,8.00,
232,"google keywood tool",10,,,20,https://backlinko.com/google-keyword-planner,0.55,10900000,"2017-11-04 18:04:22",52,1.30,
233,"www.google.com/keyword planner",10,,,20,https://backlinko.com/google-keyword-planner,0.54,5350000,"2017-11-03 00:01:48",57,,
234,"how to use google adwords keyword search",7,,,10,https://backlinko.com/google-keyword-planner,0.53,25000000,"2017-10-24 07:52:58",48,,
235,"google keywrods",7,,,10,https://backlinko.com/google-keyword-planner,0.53,230000000,"2017-10-22 10:48:00",70,,
236,"keywords planner tool",6,,,10,https://backlinko.com/google-keyword-planner,0.52,1230000,"2017-11-02 06:30:12",59,8.00,
237,"google ad keyword planner",7,,,10,https://backlinko.com/google-keyword-planner,0.51,2700000,"2017-10-28 09:34:00",49,0.80,
238,"what is suggested bid in google adwords",9,,,20,https://backlinko.com/google-keyword-planner,0.51,323000,"2017-11-02 08:06:39",7,,
239,"google keywordtool",10,,,20,https://backlinko.com/google-keyword-planner,0.50,5800000,"2017-11-04 12:19:35",72,3.50,
240,"search words google",10,,,20,https://backlinko.com/google-keyword-planner,0.50,381000000,"2017-10-10 20:01:01",88,,
241,"google adwords search volume",10,,,20,https://backlinko.com/google-keyword-planner,0.50,1430000,"2017-10-27 16:57:49",58,,
242,"google keyword serach",7,,,10,https://backlinko.com/google-keyword-planner,0.50,45200000,"2017-10-15 02:30:33",60,0.50,
243,"using google adwords keyword planner",7,,,10,https://backlinko.com/google-keyword-planner,0.49,27300000,"2017-10-23 09:48:38",49,,
244,"google keywords research tool",7,,,10,https://backlinko.com/google-keyword-planner,0.49,2870000,"2017-10-23 18:16:18",60,2.50,
245,"google keyworks",7,,,10,https://backlinko.com/google-keyword-planner,0.49,225000000,"2017-10-27 04:35:16",70,4.50,
246,"google keywords 2016",7,,,10,https://backlinko.com/google-keyword-planner,0.48,49400000,"2017-10-22 14:00:35",63,,
247,"google adwords keyword tools",10,,,20,https://backlinko.com/google-keyword-planner,0.48,3190000,"2017-10-29 02:20:48",49,1.20,
248,"keywords anywhere",10,,,20,https://backlinko.com/google-keyword-planner,0.47,90400000,"2017-10-23 13:33:55",61,,
249,"adwords research tool",8,,,10,https://backlinko.com/google-keyword-planner,0.47,7380000,"2017-10-01 22:28:36",78,5.00,
250,"find google keywords",8,,,10,https://backlinko.com/google-keyword-planner,0.47,27500000,"2017-11-02 18:58:15",83,9.00,
251,"google adword keyword finder",8,,,10,https://backlinko.com/google-keyword-planner,0.47,2940000,"2017-10-27 15:48:35",67,0.35,
252,"google suggested bid",8,,,10,https://backlinko.com/google-keyword-planner,0.45,503000,"2017-10-26 20:33:23",11,,
253,"keyword planner tutorial",9,,,10,https://backlinko.com/google-keyword-planner,0.43,411000,"2017-10-11 01:21:58",30,,
254,"how to get google keywords",8,,,10,https://backlinko.com/google-keyword-planner,0.43,22900000,"2017-09-19 18:56:34",62,6.00,
255,"keyword planner google free",9,,,10,https://backlinko.com/google-keyword-planner,0.40,7290000,"2017-10-16 14:05:35",58,,
256,"gooogle keywords",10,,,20,https://backlinko.com/google-keyword-planner,0.40,84300000,"2017-09-17 22:57:28",58,3.50,
257,"adword suggestion tool",8,,,10,https://backlinko.com/google-keyword-planner,0.40,957000,"2017-10-01 11:14:39",50,8.00,
258,"keyword planner tool google adwords",8,,,10,https://backlinko.com/google-keyword-planner,0.40,2520000,"2017-10-27 08:52:52",60,,
259,"google adword keyword search",8,,,10,https://backlinko.com/google-keyword-planner,0.40,568000,"2017-10-27 10:49:42",60,5.00,
260,"google adwords estimator keyword tool",8,,,10,https://backlinko.com/google-keyword-planner,0.40,200000,"2017-11-02 08:19:26",67,0.80,
261,"google ad keyword search",8,,,10,https://backlinko.com/google-keyword-planner,0.39,5490000,"2017-10-27 12:49:10",66,16.00,
262,"google keywors",8,,,10,https://backlinko.com/google-keyword-planner,0.39,212000000,"2017-10-12 03:06:45",63,,
263,"keyword tool google adwords",9,,,10,https://backlinko.com/google-keyword-planner,0.37,2160000,"2017-10-28 16:30:53",49,8.00,
264,"google adwords search popularity",9,,,10,https://backlinko.com/google-keyword-planner,0.35,26100000,"2017-10-18 11:07:58",30,,
265,"google adwords keyword suggestion tool",9,,,10,https://backlinko.com/google-keyword-planner,0.34,1400000,"2017-10-24 04:57:03",48,4.50,
266,"google keyword estimator tool",9,,,10,https://backlinko.com/google-keyword-planner,0.34,2290000,"2017-10-24 07:28:33",83,0.60,
267,"keyword tools adwords",9,,,10,https://backlinko.com/google-keyword-planner,0.34,840000,"2017-10-24 07:52:14",44,,
268,"finding keyword search volume",9,,,10,https://backlinko.com/google-keyword-planner,0.32,1270000,"2017-10-15 09:14:33",77,4.50,
269,"google planner keyword tool",9,,,10,https://backlinko.com/google-keyword-planner,0.32,2230000,"2017-10-23 08:56:00",68,0.60,
270,"free keyword planner google",9,,,10,https://backlinko.com/google-keyword-planner,0.32,11400000,"2017-10-17 09:11:13",59,,
271,"google adword search tool",9,,,10,https://backlinko.com/google-keyword-planner,0.32,2220000,"2017-10-26 07:29:40",61,5.00,
272,"find keywords google",9,,,10,https://backlinko.com/google-keyword-planner,0.32,25300000,"2017-10-30 11:28:01",88,1.70,
273,"adwords keyword search tool",10,,,10,https://backlinko.com/google-keyword-planner,0.27,3540000,"2017-11-05 02:04:54",61,1.30,
274,"how to check search volume on google",10,,,10,https://backlinko.com/google-keyword-planner,0.27,10400000,"2017-10-23 10:59:05",42,,
275,"google adwords keyword search tool",10,,,10,https://backlinko.com/google-keyword-planner,0.26,5990000,"2017-10-31 05:08:30",61,0.50,
276,"use google adword keyword tool",10,,,10,https://backlinko.com/google-keyword-planner,0.25,171000,"2017-10-08 01:10:02",51,,
277,"using google adwords for keyword research",10,,,10,https://backlinko.com/google-keyword-planner,0.25,2670000,"2017-10-17 22:43:52",53,2.00,
278,"suggested bid adwords",10,,,10,https://backlinko.com/google-keyword-planner,0.25,76300,"2017-10-27 06:10:02",0,10.00,
279,"local monthly searches google keyword tool",10,,,10,https://backlinko.com/google-keyword-planner,0.25,111000,"2017-11-05 03:02:22",42,11.00,
280,"google adwords keyword tool",8,14,"2017-11-02 05:12:54",14000,https://backlinko.com/google-keyword-planner,0.00,3320000,"2017-11-05 03:40:16",56,2.50,
281,"google keywords",8,10,"2017-11-01 01:09:37",10000,https://backlinko.com/google-keyword-planner,0.00,225000000,"2017-11-04 02:02:34",67,3.00,
282,"google keyword",8,,,4300,https://backlinko.com/google-keyword-planner,0.00,48900000,"2017-11-05 03:16:28",70,3.50,
283,googlekeywordplanner,5,,,150,https://backlinko.com/google-keyword-planner,0.00,440000,"2017-10-06 15:47:32",50,2.00,
